 ;ARGONFLOW;PV_OXYGENFLOW;PV_ARGON_PRS;PV_CAST_SPEED;PV_CAST_LENG;TEMP_ON_TABLE;COOLING_WATER_FLOW;COOL_WATER_TEMP;WATER_LEVEL_PIT;CV_ARGON_PRESS_CONT;SP_OXYGENE_FLOW;SP_ARGON_PRESS;SP_CASTING_SPEED;SP_WATER_FLOW_CASTING;PV_ROD_SPEED;PV_METAL_LEVEL_CASTING;METAL_LEVEL_LAUNDER;CHARGE_NUMBER;PV_FLOW_ARGONR1;PV_FLOW_ARGONR2;PV_PRES_REACTOR;PV_LEVEL_LAUNDER;PV_LEVEL_REACTOR;PV_PRES_AIR_EJECTOR;PV_PRES_EJECTOR;SP_FLOW_ARGONR1;SP_FLOW_ARGONR2;SP_PRES_EJECTOR;SP_LEVEL_REAC_OPERATION;
0;27/3/2019;18:43:26
0;27/3/2019;18:43:26
